GCTA,nGCTA,nAdjHE,AdjHE,SWD,Combat,AdjHE_RE,sg,ss,se,nsubjects,nsites,theta_alleles,nclusts,prop_causal,nnpc,nSNPs,site_comp,dominance,site_dep,site_het
0.7276090000000001,0.812431118,0.15661701638850326,0.1666726322319524,0.1666726322319532,0.16344900537027984,0.17103098735488204,0.5,0.25,0.25,2000,2,0.1,2,0.02,1,20000,IID,3,False,False
0.652471,0.709417323,0.06824163236790765,0.06652293079881667,0.06652293079881609,0.06583420996858261,0.06748882388990521,0.5,0.25,0.25,2000,2,0.1,2,0.02,1,20000,IID,3,False,False
0.751641,0.7294052204999999,0.4486619533141008,0.523685145218936,0.5236851452189357,0.47242035298349494,0.5689247369135485,0.5,0.25,0.25,2000,2,0.1,2,0.02,1,20000,IID,3,False,False
0.5543359999999999,0.46012671200000005,0.6790362719914109,0.687286477400464,0.6872864774004658,0.6745342767260493,0.7250483677463532,0.5,0.25,0.25,2000,2,0.1,2,0.02,1,20000,IID,3,False,False
0.7521220000000001,0.729058816,0.044974214359307416,0.04823399952951139,0.04823399952951141,0.04708981868720809,0.048341531089326255,0.5,0.25,0.25,2000,2,0.1,2,0.02,1,20000,IID,3,False,False
0.643908,0.747650664,0.15038092864487565,0.16317366535347055,0.16317366535347105,0.15890254795217174,0.16439411590758163,0.5,0.25,0.25,2000,2,0.1,2,0.02,1,20000,IID,3,False,False
0.6634770000000001,0.6461116175,0.5865724835741389,0.8276732170783834,0.8276732170783839,0.6351523128943019,0.8610116488351983,0.5,0.25,0.25,2000,2,0.1,2,0.02,1,20000,IID,3,False,False
0.69529,0.6774807679999999,0.4639039957989599,0.4679477667108379,0.46794776671083765,0.46415727786617983,0.4684333001901758,0.5,0.25,0.25,2000,2,0.1,2,0.02,1,20000,IID,3,False,False
0.719039,0.6684885680000001,1.0,1.0,1.0,1.0,1.0,0.5,0.25,0.25,2000,2,0.1,2,0.02,1,20000,IID,3,False,False
0.5267310000000001,0.39567096,0.38221539713958375,0.4173367941741197,0.4173367941741198,0.3913392751990755,0.42321258161806147,0.5,0.25,0.25,2000,2,0.1,2,0.02,1,20000,IID,3,False,False
0.665978,0.5974917080000001,0.04205682698377394,0.047971512419316,0.047971512419316145,0.04717239532963571,0.04819442205149007,0.5,0.25,0.25,2000,2,0.1,2,0.02,2,20000,IID,3,False,False
0.773683,0.8040818795,0.1453242133130555,0.15934179754093628,0.15934179754093633,0.15974047011389866,0.16887334335116055,0.5,0.25,0.25,2000,2,0.1,2,0.02,2,20000,IID,3,False,False
0.814629,0.769249087,1.0,1.0,1.0,1.0,1.0,0.5,0.25,0.25,2000,2,0.1,2,0.02,2,20000,IID,3,False,False
0.693371,0.7815203465,0.08196367266197324,0.08245311367800576,0.08245311367800676,0.08194728748736177,0.08639880583082893,0.5,0.25,0.25,2000,2,0.1,2,0.02,2,20000,IID,3,False,False
0.624672,0.665117988,0.41091963658144304,0.4155674994877199,0.4155674994877196,0.406534225121177,0.4303340166964746,0.5,0.25,0.25,2000,2,0.1,2,0.02,2,20000,IID,3,False,False
0.839224,0.827807755,0.07736842339804391,0.07759066111148266,0.07759066111148327,0.07708682670604317,0.07816349431061319,0.5,0.25,0.25,2000,2,0.1,2,0.02,2,20000,IID,3,False,False
0.775044,0.762950102,0.4377264262900662,0.45801281175397485,0.45801281175397746,0.4374767672181622,0.473343575616995,0.5,0.25,0.25,2000,2,0.1,2,0.02,2,20000,IID,3,False,False
0.733613,0.706727101,0.316498459734447,0.3219213772367098,0.32192137723670916,0.3168001034395315,0.3267618146019655,0.5,0.25,0.25,2000,2,0.1,2,0.02,2,20000,IID,3,False,False
0.813994,0.819689701,0.6144855837588044,0.6078638645298947,0.607863864529895,0.6077423574400165,0.6085467557167621,0.5,0.25,0.25,2000,2,0.1,2,0.02,2,20000,IID,3,False,False
0.603876,0.574945431,0.0063481041381624,0.007225058747212755,0.007225058747212747,0.007260453102869418,0.007220935590461028,0.5,0.25,0.25,2000,2,0.1,2,0.02,2,20000,IID,3,False,False
0.690657,0.6146457080000001,0.7771392339700118,0.7906064854598917,0.7906064854598891,0.7728198406701513,0.8603822527118621,0.5,0.25,0.25,2000,2,0.1,2,0.02,3,20000,IID,3,False,False
0.63352,0.555603444,0.2530446838631977,0.2868443612668237,0.2868443612668235,0.2752419477453463,0.306959802903863,0.5,0.25,0.25,2000,2,0.1,2,0.02,3,20000,IID,3,False,False
0.710322,0.6681870415,0.41443641781067886,0.4218762118836856,0.4218762118836858,0.4166584718222623,0.428485811346673,0.5,0.25,0.25,2000,2,0.1,2,0.02,3,20000,IID,3,False,False
0.725366,0.6714890450000001,0.17461580735002408,0.16700808618142646,0.16700808618142737,0.1662523379062145,0.16941473667251522,0.5,0.25,0.25,2000,2,0.1,2,0.02,3,20000,IID,3,False,False
0.6756340000000001,0.613744848,0.1574489051712326,0.153800923181557,0.153800923181557,0.1538068261061788,0.15412421162589823,0.5,0.25,0.25,2000,2,0.1,2,0.02,3,20000,IID,3,False,False
0.6613180000000001,0.68656611,0.0018294447569286334,0.0019574417328633727,0.0019574417328633823,0.0019298947307585922,0.001955740332698625,0.5,0.25,0.25,2000,2,0.1,2,0.02,3,20000,IID,3,False,False
0.78827,0.82803084,0.0782650970268031,0.08165148113309802,0.08165148113309566,0.07939606193370351,0.09250987323782214,0.5,0.25,0.25,2000,2,0.1,2,0.02,3,20000,IID,3,False,False
0.687922,0.6644976090000001,0.1611316897513795,0.16103985022564432,0.1610398502256443,0.16101080680315147,0.1609732235346197,0.5,0.25,0.25,2000,2,0.1,2,0.02,3,20000,IID,3,False,False
0.8203010000000001,0.7857631825,0.0010713102030872395,0.0018611647862431281,0.0018611647862431077,0.001858759210927482,0.0018595469248615293,0.5,0.25,0.25,2000,2,0.1,2,0.02,3,20000,IID,3,False,False
0.701091,0.581358,0.2449921250708777,0.27665793915731896,0.2766579391573192,0.2601727321127583,0.2869150536259883,0.5,0.25,0.25,2000,2,0.1,2,0.02,3,20000,IID,3,False,False
